"X","gross","genres","movie_title","movie_imdb_link","budget","title_year","imdb_score","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","History","Horror","Music","Musical","Mystery","Romance","Sci.Fi","Sport","Thriller","War","Western","rt_score","t_gross","t_budget","t_imdb_score","t_rt_score"
2012,16969390,"Crime|Drama|Thriller","The Counselor ","http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1",2.5e+07,2013,5.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35,252.729957595013,278.842712474619,5.3,-0.381313958869171
2020,70269171,"Drama|Sport","Rocky Balboa ","http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1",2.4e+07,2006,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,76,362.227707855866,275.970840926447,7.2,0.698045859480917
2021,28772222,"Action|Crime|Sport|Thriller","Point Break ","http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1",1.05e+08,2015,5.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67,288.956637318164,400.908893771616,5.3,0.435270167048313
2024,65182182,"Comedy|Romance","Think Like a Man Too ","http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1",2.4e+07,2014,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,355.411703550338,275.970840926447,5.7,-0.730071412256723
2031,31452765,"Comedy|Romance","Zack and Miri Make a Porno ","http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1",2.4e+07,2008,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,295.553707323772,275.970840926447,6.6,0.381313958869171
2033,32416109,"Comedy|War","The Men Who Stare at Goats ","http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1",2.5e+07,2009,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,297.821527234181,278.842712474619,6.2,0.0496566029406726
2041,9639242,"Comedy|Romance","I Don't Know How She Does It ","http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1",2.4e+07,2011,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,218.879801477716,275.970840926447,4.9,-0.941332186301317
2042,25003072,"Comedy|Horror","Piranha 3D ","http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1",2.4e+07,2010,5.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,278.851401002389,275.970840926447,5.5,0.605940212380161
2047,23225911,"Action|Crime|Drama|Thriller","Faster ","http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1",2.4e+07,2010,6.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,43,273.685485978954,275.970840926447,6.5,-0.174609938698074
2049,75590286,"Adventure|Comedy|Horror|Sci-Fi","Zombieland ","http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1",23600000,2009,7.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,90,368.972222487371,274.796933142284,7.7,1.25930332677631
2056,40962534,"Drama","The Ides of March ","http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1",12500000,2011,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,316.004949103935,233.841423000544,7.1,0.980716280162662
2059,25556065,"Drama|Romance|Sci-Fi","Her ","http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1",2.3e+07,2013,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,95,280.402550858915,273.007769517397,8,1.60310764212313
2069,11508423,"Biography|Comedy|Drama|Family|Sport","The Longshots ","http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1",2.3e+07,2008,5.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,41,228.977481069368,273.007769517397,5.1,-0.225253363068436
2079,71975611,"Fantasy|Horror","1408 ","http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1",2.5e+07,2007,6.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,79,364.431141287668,278.842712474619,6.8,0.796498108893595
2086,90636983,"Comedy|Family|Sport","The Game Plan ","http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1",2.2e+07,2007,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,386.289036269689,269.946440307544,6.2,-0.547320713351646
2090,54235441,"Comedy|Drama","The Hundred-Foot Journey ","http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1",2.2e+07,2014,7.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,339.265996817414,269.946440307544,7.3,0.462721010177276
2093,59696176,"Biography|Drama|History","Son of God ","http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1",2.2e+07,2014,5.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,347.598180821511,269.946440307544,5.6,-0.796498108893595
2096,33313582,"Comedy|Crime|Drama|Thriller","The Informant! ","http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1",2.1e+07,2009,6.5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,79,299.889240949169,266.778897108496,6.5,0.796498108893595
2099,30659817,"Comedy|Drama","Delivery Man ","http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1",2.6e+07,2013,6.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,293.647597139533,281.629676710045,6.4,-0.276481563965647
2100,5773519,"Drama|Horror|Sci-Fi|Thriller","Victor Frankenstein ","http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1",4e+07,2015,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,24,192.074059790833,314.10829150682,6,-0.698045859480917
2103,49002815,"Comedy|Family","Diary of a Wimpy Kid: Dog Days ","http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1",2.2e+07,2012,6.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,330.668817036564,269.946440307544,6.4,0.0248206500144439
2110,19783777,"Action|Crime|Drama|Thriller","Homefront ","http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1",2.2e+07,2013,6.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42,262.770187079221,269.946440307544,6.5,-0.19986756443194
2121,13746550,"Action|Comedy|Romance","Hit and Run ","http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1",2e+06,2012,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,239.561376788964,146.424123723456,6.1,0
2122,20668843,"Comedy|Crime|Thriller","Mad Money ","http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1",2.2e+07,2008,5.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,265.705021803128,269.946440307544,5.8,-0.762863921878057
2125,1796024,"Drama|Thriller","Stone ","http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1",2.2e+07,2010,5.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50,142.432684855083,269.946440307544,5.4,0
2127,11326836,"Crime|Drama|Thriller","Out of the Furnace ","http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1",2.2e+07,2013,6.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53,228.052977054077,269.946440307544,6.8,0.0745232278451489
2128,49024969,"Crime|Drama|Mystery|Thriller","Michael Clayton ","http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1",2.5e+07,2007,7.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90,330.706636273683,278.842712474619,7.3,1.25930332677631
2132,16684352,"Comedy|Romance","To Rome with Love ","http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1",1.7e+07,2012,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,251.645014267085,252.845654060727,6.3,-0.14946323357073
2135,8579684,"Comedy","Death at a Funeral ","http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1",9e+06,2007,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,212.485002247013,215.089023002066,7.4,0.250785182748235
2138,132088910,"Comedy|Drama|Romance","Silver Linings Playbook ","http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1",2.1e+07,2012,7.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92,424.821528430451,266.778897108496,7.8,1.37763233712214
2142,24848292,"Action|Drama|Sport","Never Back Down ","http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1",2e+07,2008,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,278.412637524162,263.496121990569,6.6,-0.762863921878057
2145,9430988,"Comedy|Drama|Romance","Away We Go ","http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1",1.7e+07,2009,7.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,67,217.666104612386,252.845654060727,7.1,0.435270167048313
2146,16284360,"Comedy|Drama","Swing Vote ","http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1",2.1e+07,2008,6.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,250.098829816674,266.778897108496,6.1,-0.30236184494975
2150,958319,"Drama","The Beaver ","http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1",2.1e+07,2011,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,121.15191981198,266.778897108496,6.7,0.276481563965647
2156,20259297,"Drama|Horror|Sci-Fi|Thriller","Pulse ","http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1",2e+07,2006,4.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,264.358950108597,263.496121990569,4.7,-1.25930332677631
2161,117224271,"Action|Comedy|Documentary","Jackass 3D ","http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1",2e+07,2010,7.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,412.211788277789,263.496121990569,7.1,0.354756155827213
2163,94497271,"Adventure|Comedy|Drama|Family|Romance","Beverly Hills Chihuahua ","http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1",2e+07,2008,3.7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,41,390.379932186908,263.496121990569,3.7,-0.225253363068436
2164,137387272,"Horror|Mystery|Thriller","The Conjuring ","http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1",2e+07,2013,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,86,429.058548944963,263.496121990569,7.5,1.06444156490296
2166,84518155,"Comedy","Tammy ","http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1",2e+07,2014,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,379.528368790742,263.496121990569,4.9,-0.730071412256723
2167,80050171,"Drama|Mystery|Thriller","Disturbia ","http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1",2e+07,2007,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,69,374.355940660645,263.496121990569,6.9,0.490525095280763
2172,82624961,"Comedy|Drama","The Descendants ","http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1",2e+07,2011,7.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,377.362343942742,263.496121990569,7.3,1.20624568818228
2174,62933793,"Drama|Family|Music|Romance","The Last Song ","http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1",2e+07,2010,5.8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,20,352.271406383426,263.496121990569,5.8,-0.831058479296574
2175,56667870,"Biography|Drama|History","12 Years a Slave ","http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1",2e+07,2013,8.1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,96,343.051729940305,263.496121990569,8.1,1.70011704961397
2177,60072596,"Comedy|Drama|Romance","Why Did I Get Married Too? ","http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1",2e+07,2010,4.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26,348.15113408806,263.496121990569,4.4,-0.636036740695826
2180,65623128,"Comedy|Crime|Drama","Madea's Witness Protection ","http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1",2e+07,2012,4.8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,356.018006879375,263.496121990569,4.8,-0.796498108893595
2183,48546578,"Comedy|Romance","Date Movie ","http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1",2e+07,2006,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,329.887105269862,263.496121990569,2.7,-0.14946323357073
2188,47852604,"Drama|Mystery|Thriller","Premonition ","http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1",2e+07,2007,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,328.687424745503,263.496121990569,5.9,-1.37763233712214
2191,42652003,"Adventure|Family","Max ","http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1",2e+07,2015,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,319.254700762233,263.496121990569,6.8,-0.408143511816288
2193,39737645,"Adventure|Comedy","Epic Movie ","http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1",2e+07,2007,2.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,313.58539550999,263.496121990569,2.3,0.354756155827213
2195,44988180,"Biography|Crime|Drama|History","Spotlight ","http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1",2e+07,2015,8.1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,96,323.5929880533,263.496121990569,8.1,1.70011704961397
2196,39263506,"Crime|Drama|Thriller","Lakeview Terrace ","http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1",2.2e+07,2008,6.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45,312.633790906945,269.946440307544,6.1,-0.124410703516544
2197,39143839,"Horror|Thriller","The Grudge 2 ","http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1",2e+07,2006,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,312.392256191287,263.496121990569,5,-1.25930332677631
2200,37442180,"Comedy|Drama|Romance|Thriller","Man of the Year ","http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1",2e+07,2006,6.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,21,308.8961886004,263.496121990569,6.2,-0.796498108893595
2202,35596227,"Crime|Drama|Thriller","The American ","http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1",2e+07,2010,6.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,304.966208367823,263.496121990569,6.3,0.408143511816288
2204,36658108,"Comedy","Vampires Suck ","http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1",2e+07,2010,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,307.245085636633,263.496121990569,3.5,-1.70011704961397
2206,34290142,"Comedy|Drama","This Is Where I Leave You ","http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1",19800000,2014,6.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,302.092234820056,262.824859179422,6.6,-0.225253363068436
2207,33422556,"Drama|Mystery","Doubt ","http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1",2e+07,2008,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,78,300.13745412971,263.496121990569,7.5,0.762863921878057
2209,34334256,"Horror|Thriller","Texas Chainsaw 3D ","http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1",1.1e+07,2013,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,302.190633679413,226.36057962613,4.8,-0.866641233146676
2211,32014289,"Comedy","Scary Movie 5 ","http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1",2e+07,2013,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,296.88182636067,263.496121990569,3.5,-1.70011704961397
2213,31838002,"Biography|Drama|History","Milk ","http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1",2e+07,2008,7.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,296.466766109209,263.496121990569,7.6,1.51919717863482
2216,35033759,"Adventure|Comedy","A Very Harold & Kumar 3D Christmas ","http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1",1.9e+07,2011,6.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,303.738388939226,260.087832163185,6.3,0.462721010177276
2219,31146570,"Drama|Thriller","The Debt ","http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1",2e+07,2010,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,76,294.821986230509,263.496121990569,6.9,0.698045859480917
2225,25677801,"Comedy|Family|Romance","You Again ","http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1",2e+07,2010,5.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,280.740634544904,263.496121990569,5.8,-0.941332186301317
2226,26415649,"Action|Crime|Drama|Thriller","Street Kings ","http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1",2e+07,2008,6.8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,282.764450993724,263.496121990569,6.8,-0.354756155827213
2228,25584685,"Comedy|Crime|Family|Mystery|Romance|Thriller","Nancy Drew ","http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1",2e+07,2007,5.9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,50,280.482142385799,263.496121990569,5.9,0
2230,31584722,"Comedy|Romance","She's Out of My League ","http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1",2e+07,2010,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,295.867401299009,263.496121990569,6.4,0.19986756443194
2232,23078294,"Horror|Thriller","Stay Alive ","http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1",9e+06,2006,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,273.243208818001,215.089023002066,5.1,-1.31616457200507
2234,25077977,"Adventure|Animation|Comedy|Family|Romance","Alpha and Omega ","http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1",2e+07,2010,5.3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,279.063007234832,263.496121990569,5.3,-0.980716280162662
2235,23292105,"Action|Fantasy|Horror|Thriller","The Covenant ","http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1",2e+07,2006,5.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,38,273.883126243683,263.496121990569,5.3,-0.30236184494975
2237,20916309,"Comedy|Family|Fantasy","Shorts ","http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1",4e+07,2009,4.9,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,266.508710165417,314.10829150682,4.9,-0.124410703516544
2244,19151864,"Comedy|Romance","My Best Friend's Girl ","http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1",4e+07,2008,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,260.61396089084,314.10829150682,5.9,-1.06444156490296
2245,23393765,"Drama|Romance","Endless Love ","http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1",2e+07,2014,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,274.185841256815,263.496121990569,6.3,-1.02168356313749
2246,18882880,"Comedy|Drama","Georgia Rule ","http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1",2e+07,2007,5.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,259.679914766524,263.496121990569,5.9,-0.941332186301317
2250,19661987,"Drama","Reign Over Me ","http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1",2e+07,2007,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,262.358672947499,263.496121990569,7.5,0.354756155827213
2251,18352454,"Adventure|Biography|Drama","Into the Wild ","http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1",1.5e+07,2007,8.2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,257.808370342524,244.933190915391,8.2,0.903356660859843
2252,17803796,"Comedy","School for Scoundrels ","http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1",2e+07,2006,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,255.829312191162,263.496121990569,5.9,-0.666720792326638
2260,15797907,"Drama","The Kite Runner ","http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1",2e+07,2007,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,248.179558204183,263.496121990569,7.6,0.408143511816288
2263,191449475,"Drama|Fantasy|Romance","Twilight ","http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1",3.7e+07,2008,5.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,48,466.515068242714,307.968268394033,5.2,-0.0496566029406726
2269,14174654,"Comedy","Disaster Movie ","http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1",2.5e+07,2008,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,241.435911609465,278.842712474619,1.9,0.762863921878057
2270,15988876,"Action|Crime|Thriller","Armored ","http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1",2.7e+07,2009,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,248.938229873767,284.337369696171,5.7,-0.250785182748235
2272,13987482,"Comedy|Romance","What's Your Number? ","http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1",2e+07,2011,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,240.621641710317,263.496121990569,6,-0.730071412256723
2275,13630226,"Action|Crime|Sci-Fi|Thriller","Crank: High Voltage ","http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1",2e+07,2009,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,63,239.044476455001,263.496121990569,6.2,0.328446277586519
2277,13391174,"Biography|Drama|History","One Night with the King ","http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1",2e+07,2006,6.3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,237.971743978119,263.496121990569,6.3,-0.866641233146676
2281,13214030,"Comedy|Drama|Fantasy|Romance","Ghost Town ","http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1",2e+07,2008,6.7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,86,237.167517790831,263.496121990569,6.7,1.06444156490296
2282,12232937,"Action|Crime|Thriller","12 Rounds ","http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1",2.2e+07,2009,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,232.56074329128,269.946440307544,5.6,-0.547320713351646
2290,13650738,"Comedy|Drama","Burnt ","http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1",2e+07,2015,6.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,239.135863739738,263.496121990569,6.6,-0.518713715121463
2293,8579684,"Comedy","Death at a Funeral ","http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1",9e+06,2007,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,212.485002247013,215.089023002066,7.4,0.250785182748235
2294,9525276,"Action|Crime|Thriller","Death Sentence ","http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1",2e+07,2007,6.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,218.218076182638,263.496121990569,6.8,-0.831058479296574
2295,8855646,"Adventure|Drama","Everybody's Fine ","http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1",2.1e+07,2009,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,214.205178523259,266.778897108496,7.2,-0.0994360268467557
2298,8104069,"Action|Comedy|Crime","Code Name: The Cleaner ","http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1",2e+07,2007,4.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,209.420323487033,263.496121990569,4.5,-1.70011704961397
2301,8093318,"Comedy|Crime|Drama|Mystery|Romance","Inherent Vice ","http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1",2e+07,2014,6.7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,74,209.349506461524,263.496121990569,6.7,0.636036740695826
2302,7382993,"Adventure|Animation|Comedy|Family|Fantasy","Doogal ","http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1",2e+07,2006,2.8,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60,204.505783319815,263.496121990569,2.8,0.250785182748235
2303,8888355,"Drama|Music","Battle of the Year ","http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1",2e+07,2013,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,214.40638938517,263.496121990569,5,-1.51919717863482
2305,7001720,"Comedy|Fantasy","An American Carol ","http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1",1.2e+07,2008,4.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,201.760106553103,231.426476510617,4.3,-1.20624568818228
2308,6563357,"Adventure|Comedy","Strange Wilderness ","http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1",2e+07,2008,5.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198.461056217805,263.496121990569,5.3,-1.96421684194863
